Keyword,Country code,Location,Language,Entities,SERP features,Volume,KD,CPC,Organic traffic,Paid traffic,Current position,Current URL,Current URL inside,Updated,Navigational,Informational,Commercial,Transactional,Branded,Local
manchas en los dientes,ES,Spain,Spanish,,"AI Overview, Thumbnail, Video preview, People also ask",700,0,0.26,182,0,1,https://www.vitaldent.com/blog/manchas-en-los-dientes-por-que-aparecen-que-tipos-existen/,AI Overview,2026-03-07 14:16:13,false,true,false,false,false,false
raspado y alisado radicular,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Video preview",800,0,0.30,180,0,1,https://www.vitaldent.com/blog/raspado-dental-que-es-y-como-funciona/,AI Overview,2026-02-26 13:06:40,false,true,false,false,false,false
ferula descarga bruxismo,ES,Spain,Spanish,,"Thumbnail, People also ask, Shopping, Video preview",600,0,0.14,180,0,1,https://www.vitaldent.com/es/ferula-de-descarga/,,2026-03-04 08:54:29,false,true,true,true,false,false
caries dental,ES,Spain,Spanish,,"AI Overview, Thumbnail, Video preview, People also ask",4200,11,0.29,178,0,1,https://www.vitaldent.com/es/caries-dentales/,AI Overview,2026-03-08 16:44:29,false,true,false,false,false,false
flemon,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Video preview",6100,0,0.03,178,0,1,https://www.vitaldent.com/blog/sabes-como-bajar-un-flemon/,AI Overview,2026-03-08 12:12:35,false,true,false,false,false,false
tratamiento blanqueamiento dental,ES,Spain,Spanish,,"People also ask, Video preview",450,0,0.37,175,0,1,https://www.vitaldent.com/es/blanqueamiento-dental/,,2026-02-18 11:34:47,false,true,false,false,false,false
porque salen las llagas en la boca,ES,Spain,Spanish,,"AI Overview, Thumbnail, Video preview, Sitelinks",500,1,0.01,175,0,1,https://www.vitaldent.com/blog/llagas-en-la-boca-por-que-se-producen-y-como-se-tratan/,AI Overview,2026-03-12 02:56:02,false,true,false,false,false,false
carilla dental,ES,Spain,Spanish,,"AI Overview, Thumbnail, Video preview, People also ask",1000,2,0.57,173,0,1,https://www.vitaldent.com/es/carillas-dentales/,AI Overview,2026-02-28 18:41:22,false,true,false,false,false,false
como quitar dolor de muelas,ES,Spain,Spanish,,"AI Overview, Thumbnail, Video preview, People also ask",600,2,0.09,173,0,1,https://www.vitaldent.com/blog/descubre-los-mejores-remedios-caseros-para-el-dolor-de-muelas/,AI Overview,2026-03-10 05:10:59,false,true,false,false,false,false
que es la clorhexidina,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Video preview",800,1,0.01,172,0,1,https://www.vitaldent.com/blog/clorhexidina-para-que-sirve-y-porque-debe-usarse/,AI Overview,2026-03-06 14:52:20,false,true,false,false,false,false
sobredentadura,ES,Spain,Spanish,,"AI Overview, Thumbnail, Video preview, People also ask",1600,0,0.33,170,0,1,https://www.vitaldent.com/blog/sobredentadura-que-es-que-ventajas/,AI Overview,2026-03-08 00:27:30,false,true,false,false,false,false
clinicas vitaldent,ES,Spain,Spanish,Vitaldent (Organization),"Local pack, Thumbnail, People also ask, Video preview",250,3,0.92,169,0,2,https://clinicas.vitaldent.com/,,2026-02-20 22:49:33,false,true,false,false,true,false
deglución atípica,ES,Spain,Spanish,,"AI Overview, Thumbnail, Video preview, People also ask",600,0,0.03,168,0,1,https://www.vitaldent.com/blog/deglucion-atipica-que-es-y-tratamientos/,AI Overview,2026-02-26 17:18:51,false,true,false,false,false,false
reconstrucción dental precio,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Video preview",300,0,0.36,167,0,1,https://www.vitaldent.com/es/reconstruccion-dental/,AI Overview,2026-03-08 12:06:54,false,true,true,false,false,false
clinica vitaldent,ES,Spain,Spanish,Vitaldent (Organization),"Local pack, Sitelinks, People also ask, Video preview",500,1,0.92,166,0,2,https://www.vitaldent.com/es/,,2026-02-18 14:57:00,false,true,false,false,true,false
herpes labial causas,ES,Spain,Spanish,,"People also ask, Thumbnail, Knowledge panel, Video preview, Sitelinks",1900,1,0.01,165,0,3,https://www.vitaldent.com/blog/herpes-labial/,,2026-03-04 09:57:01,false,true,false,false,false,false
cuanto vale un implante dental,ES,Spain,Spanish,,"AI Overview, Thumbnail, Video preview, People also ask, Sitelinks, Shopping",600,1,0.30,165,0,1,https://www.vitaldent.com/blog/precios-implantes-dentales/,AI Overview,2026-03-06 00:14:16,false,true,true,false,false,false
implantes dentales precio,ES,Spain,Spanish,,"People also ask, Thumbnail",600,1,0.28,165,0,1,https://www.vitaldent.com/blog/precios-implantes-dentales/,,2026-02-10 20:13:57,false,true,true,false,false,false
férula de descarga precio vitaldent,ES,Spain,Spanish,Vitaldent (Organization),"AI Overview, Thumbnail, People also ask, Sitelinks",250,0,0.42,164,0,1,https://www.vitaldent.com/es/precios-de-tratamientos-dentales/,AI Overview,2026-03-12 02:21:17,false,true,true,false,true,false
férula de descarga,ES,Spain,Spanish,,"AI Overview, Thumbnail, Video preview, People also ask",7600,0,0.11,164,0,1,https://www.vitaldent.com/es/ferula-de-descarga/,AI Overview,2026-03-12 10:23:55,false,true,false,false,false,false
que significa soñar que se te caen los dientes,ES,Spain,Spanish,,"AI Overview, Thumbnail, Video preview, People also ask, Sitelinks",8400,8,0.01,164,0,12,https://www.vitaldent.com/blog/sonar-con-dientes-caidos-que-significa/,,2026-03-12 22:44:47,false,true,false,false,false,false
que son las carillas dentales,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Video preview",1800,3,0.03,163,0,4,https://www.vitaldent.com/es/carillas-dentales/,,2026-03-06 02:51:57,false,true,false,false,false,false
ferula descarga,ES,Spain,Spanish,,"Thumbnail, People also ask, Shopping, Video preview",1200,0,0.13,162,0,1,https://www.vitaldent.com/es/ferula-de-descarga/,,2026-03-06 18:02:59,false,true,true,true,false,false
flemon en la mejilla,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",450,0,,162,0,1,https://www.vitaldent.com/blog/sabes-como-bajar-un-flemon/,AI Overview,2026-01-30 16:20:00,false,true,false,false,false,false
vitaldent oviedo,ES,Spain,Spanish,"Vitaldent (Organization), Oviedo (Location)","Local pack, People also ask, Sitelinks",600,0,0.78,161,0,2,https://clinicas.vitaldent.com/asturias/clinica-dental-vitaldent-oviedo-pumarin-140/,,2026-03-10 16:01:48,false,true,false,false,true,true
alargamiento coronario,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Video preview",800,0,0.03,161,0,1,https://www.vitaldent.com/blog/que-es-alargamiento-coronario/,AI Overview,2026-03-12 02:33:30,false,true,false,false,false,false
muela rota,ES,Spain,Spanish,,"AI Overview, Thumbnail, Video preview, People also ask, Sitelinks",600,0,0.40,160,0,1,https://www.vitaldent.com/blog/muela-rota-que-hacer-tipos-de-fracturas-y-soluciones/,AI Overview,2026-03-05 20:37:34,false,true,false,false,false,false
precios vitaldent,ES,Spain,Spanish,Vitaldent (Organization),People also ask,150,31,0.88,160,0,1,https://www.vitaldent.com/es/precios-de-tratamientos-dentales/,,2026-02-27 19:49:54,false,true,true,false,true,false
liquen plano oral,ES,Spain,Spanish,,"AI Overview, Thumbnail, Video preview, People also ask",2700,0,0.01,160,0,7,https://www.vitaldent.com/blog/que-es-el-liquen-plano-oral-y-quien-lo-trata/,,2026-03-08 23:28:48,false,true,false,false,false,false
ferula dental,ES,Spain,Spanish,,"People also ask, Shopping, Thumbnail, Video preview",3000,0,0.13,159,0,5,https://www.vitaldent.com/blog/ferulas-dentales-tipos-materiales-y-cuidados/,,2026-03-12 11:17:46,false,true,true,false,false,false
stripping dental,ES,Spain,English,,"AI Overview, Video preview, Thumbnail, People also ask",600,0,0.27,159,0,2,https://www.vitaldent.com/blog/stripping-dental-o-limado-de-dientes/,,2026-03-08 00:07:15,false,true,false,false,false,false
blanqueamiento dental precio vitaldent,ES,Spain,Spanish,Vitaldent (Organization),"People also ask, Sitelinks",150,1,0.35,158,0,1,https://www.vitaldent.com/es/precios-de-tratamientos-dentales/,,2026-03-01 02:26:02,false,true,true,false,true,false
férula dental,ES,Spain,Spanish,,"Thumbnail, People also ask, Shopping, Video preview",3100,0,0.14,158,0,2,https://www.vitaldent.com/blog/ferulas-dentales-tipos-materiales-y-cuidados/,People also ask,2026-03-07 08:00:15,false,true,false,false,false,false
quiste en la boca,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Video preview",300,0,,158,0,2,https://www.vitaldent.com/blog/quiste-en-la-boca-que-es-y-como-tratarlo/,,2026-02-11 20:17:51,false,true,false,false,false,false
mancha blanca en el diente,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",400,0,0.01,157,0,1,https://www.vitaldent.com/blog/manchas-blancas-dientes-causas-soluciones/,AI Overview,2026-02-15 16:17:56,false,true,false,false,false,false
férula de descarga bruxismo,ES,Spain,Spanish,,"Thumbnail, People also ask, Shopping, Video preview",450,0,0.16,157,0,1,https://www.vitaldent.com/es/ferula-de-descarga/,,2026-02-24 21:57:10,false,true,true,false,false,false
hipoplasia del esmalte,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Video preview",900,0,0.14,155,0,1,https://www.vitaldent.com/blog/hipoplasia-del-esmalte-como-tratarla/,AI Overview,2026-03-01 04:45:18,false,true,false,false,false,false
sequedad de boca,ES,Spain,Spanish,,"AI Overview, Thumbnail, Video preview, People also ask",1700,3,0.01,155,0,1,https://www.vitaldent.com/blog/sequedad-bucal-sintomas-soluciones/,AI Overview,2026-02-28 08:25:26,false,true,false,false,false,false
deglucion atipica,ES,Spain,Spanish,,"AI Overview, Thumbnail, Video preview, People also ask",1600,0,0.05,154,0,1,https://www.vitaldent.com/blog/deglucion-atipica-que-es-y-tratamientos/,AI Overview,2026-02-23 22:29:04,false,true,false,false,false,false
elevacion de seno maxilar,ES,Spain,Spanish,,"AI Overview, Thumbnail, Video preview, People also ask, Sitelinks",1000,0,0.02,153,0,4,https://www.vitaldent.com/es/elevacion-de-seno-maxilar/,,2026-02-27 06:49:51,false,true,false,false,false,false
vitaldent beasain,ES,Spain,Spanish,"Vitaldent (Organization), Beasain (Location)","Thumbnail, People also ask, Sitelinks",250,0,0.61,152,0,1,https://clinicas.vitaldent.com/gipuzkoa/clinica-dental-vitaldent-beasain-kalea-nagusia-267/,,2026-03-08 15:35:45,false,true,false,false,true,true
bulto en la encía sin dolor,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",400,0,,151,0,1,https://www.vitaldent.com/blog/bulto-en-la-encia-que-es-y-como-tratarlo/,AI Overview,2026-03-07 18:29:12,false,true,false,false,false,false
hipoplasia dental,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask",1600,0,0.06,151,0,1,https://www.vitaldent.com/blog/hipoplasia-del-esmalte-como-tratarla/,AI Overview,2026-03-01 16:15:07,false,true,false,false,false,false
vitaldent valencia,ES,Spain,Spanish,"Vitaldent (Organization), Valencia (Location)","Local pack, Sitelinks, People also ask, Thumbnail",450,9,1.04,151,82,2,https://clinicas.vitaldent.com/valencia,,2026-02-22 11:44:25,false,true,false,false,true,true
puente maryland,ES,Spain,Spanish,Maryland Bridge (Product),"AI Overview, Thumbnail, Video preview, People also ask",800,0,0.67,150,0,2,https://www.vitaldent.com/blog/que-es-un-puente-maryland-y-cuando-se-utiliza/,,2026-03-09 04:26:18,false,true,false,false,false,false
vitaldent implantes 250€,ES,Spain,Spanish,Vitaldent (Organization),"People also ask, Sitelinks, Video preview, Thumbnail",450,0,0.31,150,0,2,https://www.vitaldent.com/es/precios-de-tratamientos-dentales/,,2026-02-17 14:57:33,false,true,true,false,true,false
precio ortodoncia,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Shopping",800,0,0.51,150,0,1,https://www.vitaldent.com/blog/cuanto-cuesta-una-ortodoncia/,AI Overview,2026-02-24 21:34:41,false,true,true,false,false,false
vitaldent granada,ES,Spain,Spanish,"Vitaldent (Organization), Granada (Location)","Local pack, Sitelinks, People also ask, Thumbnail, Video preview",450,9,0.66,149,0,2,https://clinicas.vitaldent.com/granada/,,2026-03-09 12:01:52,false,true,false,false,true,true
ferulas dentales,ES,Spain,Spanish,,"Thumbnail, People also ask, Shopping, Video preview",500,0,0.13,147,0,1,https://www.vitaldent.com/blog/ferulas-dentales-tipos-materiales-y-cuidados/,,2026-03-08 09:34:31,false,true,true,false,false,false
retraccion de encias,ES,Spain,Spanish,,"AI Overview, Video preview, Thumbnail, People also ask",1300,0,0.17,147,0,1,https://www.vitaldent.com/blog/que-causa-la-encia-retraida/,AI Overview,2026-03-08 10:42:23,false,true,false,false,false,false
gingivitis tratamiento,ES,Spain,Spanish,,"AI Overview, Video preview, Thumbnail, People also ask",2100,0,0.20,146,0,7,https://www.vitaldent.com/blog/tratamiento-gingivitis-por-que-sucede-y-como-tratarla/,,2026-03-06 15:12:20,false,true,false,false,false,false
bulto paladar,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",300,0,0.02,145,0,1,https://www.vitaldent.com/blog/bulto-en-el-paladar-que-hacer/,AI Overview,2026-03-08 05:45:27,false,true,false,false,false,false
irrigador dental,ES,Spain,Spanish,,"Thumbnail, People also ask, Shopping, Video preview, Sitelinks",26000,0,0.12,145,0,7,https://www.vitaldent.com/blog/que-es-un-irrigador-dental/,,2026-03-08 15:31:55,false,true,true,true,false,false
retenedor dental,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Video preview",3600,0,0.29,145,0,1,https://www.vitaldent.com/blog/retenedores-ortodoncia-que-son-y-que-tipos-existen/,AI Overview,2026-03-10 23:37:24,false,true,false,false,false,false
tartrectomía,ES,Spain,Spanish,Tartrectomy (Event),"AI Overview, Thumbnail, Video preview, People also ask",2300,0,0.01,144,0,3,https://www.vitaldent.com/blog/que-es-una-tartrectomia/,People also ask,2026-03-07 05:48:20,false,true,false,false,false,false
brackets de zafiro,ES,Spain,Spanish,,"AI Overview, Thumbnail, Video preview, People also ask, Sitelinks",500,0,0.84,144,0,2,https://www.vitaldent.com/blog/ortodoncia-de-zafiro-ventajas-y-cualidades/,,2026-03-01 12:25:48,false,true,false,false,false,false
calmar dolor de muelas,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",300,0,0.04,144,0,2,https://www.vitaldent.com/blog/descubre-los-mejores-remedios-caseros-para-el-dolor-de-muelas/,,2026-02-08 03:23:01,false,true,false,false,false,false
dolor de muelas insoportable,ES,Spain,Spanish,,"AI Overview, Thumbnail, Video preview, Sitelinks, People also ask",1500,0,0.08,143,0,1,https://www.vitaldent.com/blog/descubre-los-mejores-remedios-caseros-para-el-dolor-de-muelas/,AI Overview,2026-03-09 04:22:20,false,true,false,false,false,false
troneras dentales,ES,Spain,Spanish,,"AI Overview, Thumbnail, Video preview, People also ask",500,0,0.33,142,0,1,https://www.vitaldent.com/blog/troneras-dentales-que-son-causas-y-como-se-cierran/,AI Overview,2026-02-26 15:51:48,false,true,false,false,false,false
sabor raro en la boca,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",250,2,,141,0,2,https://www.vitaldent.com/blog/sabor-metalico-en-la-boca/,,2026-02-15 15:58:26,false,true,false,false,false,false
dolor de muela del juicio insoportable,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks, Video preview",350,0,0.13,141,0,1,https://www.vitaldent.com/blog/descubre-los-mejores-remedios-caseros-para-el-dolor-de-muelas/,AI Overview,2026-02-21 01:37:42,false,true,false,false,false,false
como calmar el dolor de muelas,ES,Spain,Spanish,,"AI Overview, Thumbnail, Video preview, People also ask",600,2,0.05,139,0,1,https://www.vitaldent.com/blog/descubre-los-mejores-remedios-caseros-para-el-dolor-de-muelas/,AI Overview,2026-03-05 08:03:54,false,true,false,false,false,false
protesis dentales,ES,Spain,Spanish,,"Thumbnail, People also ask, Sitelinks, Video preview",900,0,0.52,139,0,1,https://www.vitaldent.com/es/protesis-dental/,,2026-02-23 23:36:40,false,true,false,false,false,false
encias retraidas tratamiento,ES,Spain,Spanish,,"AI Overview, Video preview, Thumbnail, People also ask",300,0,0.15,138,0,1,https://www.vitaldent.com/blog/que-causa-la-encia-retraida/,AI Overview,2026-02-22 00:37:48,false,true,false,false,false,false
dolor de dientes que tomar,ES,Spain,Spanish,,"AI Overview, Thumbnail, Video preview, People also ask, Sitelinks",400,0,0.14,138,0,1,https://www.vitaldent.com/blog/descubre-los-mejores-remedios-caseros-para-el-dolor-de-muelas/,AI Overview,2026-03-04 00:29:11,false,true,false,false,false,false
sequedad de boca remedios naturales,ES,Spain,Spanish,,"AI Overview, Thumbnail, People also ask, Sitelinks",350,0,0.01,138,0,1,https://www.vitaldent.com/blog/sequedad-bucal-sintomas-soluciones/,AI Overview,2026-02-26 20:09:24,false,true,false,false,false,false
sensibilidad dental,ES,Spain,Spanish,,"AI Overview, Thumbnail, Video preview, People also ask",3200,0,0.29,136,0,9,https://www.vitaldent.com/es/sensibilidad-dental/,,2026-03-08 10:01:10,false,true,false,false,false,false
férulas de descarga,ES,Spain,Spanish,,"Thumbnail, People also ask, Shopping, Video preview",500,0,0.11,136,0,1,https://www.vitaldent.com/es/ferula-de-descarga/,,2026-03-08 21:45:40,false,true,true,true,false,false
ferula bruxismo,ES,Spain,Spanish,,"People also ask, Thumbnail, Shopping, Video preview",2000,0,0.12,136,0,2,https://www.vitaldent.com/es/ferula-de-descarga/,People also ask,2026-02-25 20:41:15,false,true,true,true,false,false
vitaldent salamanca,ES,Spain,Spanish,"Vitaldent (Organization), Salamanca (Location)","Local pack, Thumbnail, People also ask, Video preview",450,0,0.64,135,0,2,https://clinicas.vitaldent.com/salamanca/clinica-dental-vitaldent-salamanca-alonso-de-ojeda-169,,2026-02-16 22:43:46,false,true,false,false,true,true
periodontitis tratamiento,ES,Spain,Spanish,,"AI Overview, Video preview, Thumbnail, People also ask",1700,0,0.16,135,0,1,https://www.vitaldent.com/es/periodoncia/,AI Overview,2026-03-11 16:22:22,false,true,false,false,false,false
